"시공업체 일련번호","업체명","사업자등록번호","개업일자","대표자","업체연락처","사업종목","보유면허","주요시공분야","행정동코드","업체주소"
"200","경일건축인테리어","111-40-29996","1990-07-10","조기완","","기타건축자재, 건축인테리어","난방시공업 제2종, 습식방수공사업","방수공사,창호 및 유리공사,타일공사,도장공사,단열공사,급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사","1138010700","서울특별시 은평구 가좌로7길 14 1층 (응암동, 대호)"
"190","머찐디자인","622-06-18942","2017-06-20","김남중","","건축공사업, 가구, 실내건축공사업","-","방수공사,목공사,금속공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),조명공사","1154510300","서울특별시 금천구 은행나무로 20 1층"
"185","우진","108-20-17555","2012-09-10","서원석",""," 집수리, 철물점, 설비, 배관설비, 인테리어설비","가스시설시공업 제3종, 난방시공업 제2종","방수공사,타일공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1159010200","서울특별시 동작구 성대로31길 71 1층(상도동)"
"184","효동건축설비","110-07-32832","2002-08-25","김동석","","난방공사,도배, 실내장식 및 내장 목공사업","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),난방설비공사(보일러),조명공사","1141010600","서울특별시 서대문구 독립문로 40 지하 1-2호 (천연동 46)"
"183","부광기업","113-06-63360","1990-04-15","김형석","","일반건축공사, 창호공사, 일반철물, 잡철, 전대","-","금속공사,지붕 및 홈통공사,창호 및 유리공사","1153010200","서울특별시 구로구 도림로 19 1층"
"182","협성공사","119-21-19924","2013-01-01","조범석","","인테리어","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,전기(배관/배선)공사,조명공사,기타(조립식판넬)","1162010100","서울특별시 관악구 국회단지길 56 1층 (봉천동)"
"174","충남특수방수","577-21-00747","2018-07-31","양재섭","","특수방수, 집수리","없음","방수공사","1159010700","서울특별시 동작구 사당로16길 82 1호"
"168","국제종합공사","215-15-55232","2004-01-08","윤흥식","","샷시, 창호,방수,코킹,잡철, 수리","-","방수공사,금속공사,창호 및 유리공사,단열공사,급배수위생설비공사","1171011200","서울특별시 송파구 동남로28길 31-3 1층"
"163","동국샤시","265-01-00453","2016-05-25","정인수","","샷시, 철물","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,단열공사","1159010700","서울특별시 동작구 사당로16길 29-7 1층"
"161","한샘종합인테리어","106-01-41005","1997-07-23","탁용성","","부엌가구, 인테리어","-","방수공사,목공사,금속공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1117010200","서울특별시 용산구 신흥로15길 18 1층"
"159","공간인테리어","113-19-44908","2008-09-04","유정호","","창호, 단열, 지물, 기타서비스","-","창호 및 유리공사,수장공사(도배,마감공사)","1153010200","서울특별시 구로구 구로동로38길 44 1층"
"158","삼우건축 인테리어","210-13-68664","2005-02-01","신동호","","철물, 인테리어","-","방수공사,지붕 및 홈통공사,창호 및 유리공사,수장공사(도배,마감공사),급배수위생설비공사","1132010800","서울특별시 도봉구 도봉로171길 16 1층 (도봉동)"
"153","충희건축설비","723-33-00931","2020-12-24","김태우","","위생,난방시공, 철거공사","가스시설시공업 제3종, 난방시공업 제2종","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1129013300","서울특별시 성북구 솔샘로 34 1층 (정릉동 704-33)"
"152","(주)한누리","134-86-67725","2010-06-18","이태호","","인테리어공사, 실내건축공사업, 청소용품,청소장비, 주거용 건물 임대업 외","실내건축공사업","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1174010900","서울특별시 강동구 천중로15길 36 201호"
"148","녹색지대 협동조합","168-87-02019","2020-12-14","박성진","","소독업, 인테리어 공사(건당 1천5백만원 미만), 생활용품 및 잡화, 주민기술교육 외","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1141011800","서울특별시 서대문구 홍은중앙로8길 5 지층"
"144","(주)희망하우징","107-87-33986","2010-04-01","강혜경","","실내건축공사, 집수리, 철물, 전기용품, 소방용품, 문구용품 소매업, 사무용기기소매업","실내건축공사업","방수공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),전기(배관/배선)공사","1159010800","서울특별시 동작구 여의대방로44길 47 208호"
"142","에이앤큐","413-04-38961","2018-05-10","최성애","","도배, 실내장식 및 내장 목공사업, 지붕수리, 판금","-","창호 및 유리공사","1138010700","서울특별시 은평구 불광천길 410-5 502"
"141","현대지붕공사","106-08-21935","2013-05-15","유삼진","","주택수리(기와)","-","지붕 및 홈통공사","4128111200","경기도 고양시 덕양구 동산1로 28 402호"
"136","휴(HUE)디자인","813-05-01486","2019-05-23","김선일","","도배, 실내 장식 및 내장 목공사업, 벽지, 장판류, 사업시설 유지.관리 서비스업","-","타일공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","4136011200","경기도 남양주시 가운로2길 71 맥산빌딩 102호 (다산동 679-5)"
"134","(주)에이치케이컬렉션","363-87-01347","2019-10-04","이호영","","주거용 건물 매매업, 인테리어업 공사업(경미한 공사) 주거용 건물 임대업, 부동산 전대업","-","방수공사,창호 및 유리공사,타일공사","4146310200","경기도 용인시 기흥구 중부대로 579 5층 508-24호 강남대프라자"
"122","주식회사 신우건축","345-88-02404","2022-08-30","유선이","","배관난방공사, 인테리어공사, 실내건축업","가스시설시공업 제2종,난방시공업 제2종,도장,방수","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1138010900","서울특별시 은평구 가좌로12길 15 제지1층 제4호"
"112","람다건축","687-05-01816","2020-09-20","김동현","","인테리어 디자인, 인테리어 시공, 전자상거래, 화물운송 관리서비스, 청소 및 시설관리","-","목공사,창호 및 유리공사,도장공사,수장공사(도배,마감공사)","1165010100","서울특별시 서초구 동광로 21 "
"111","영에이디 인테리어","765-35-00453","2018-10-10","권순일","","인테리어, 잡화, 전자상거래업","-","기타(.)","1130510300","서울특별시 강북구 인수봉로51길 12 203호"
"107","한일건축(인테리어)","210-04-31414","2010-05-02","한일수","","인테리어, 청소업","-","목공사,창호 및 유리공사,단열공사","1130510100","서울특별시 강북구 도봉로67길 77 (미아동)"
"105","경일건업","210-16-42971","2007-06-15","이경태","","창호, 금속공사, 경량철골, 집수리, 리모델링공사","온수온돌, 전산응용제도기능사","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1130510300","서울특별시 강북구 인수봉로 162 (수유동)"
"102","온누리종합인테리어","108-17-97035","2009-12-01","박찬규","","집수리, 인테리어, 보일러설비, 페인트, 철물","온수보일러시공, 온수온돌기능사, 가스시설시공업 제3종, 난방시공업 제2?3종","방수공사,창호 및 유리공사,난방설비공사(보일러)","1159010700","서울특별시 동작구 사당로16길 52 1층 (사당동)"
"99","궁전인테리어","108-05-78831","2000-12-06","김만수","","도배, 장판","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1159010700","서울특별시 동작구 사당로16길 72 (사당동)"
"96","명성건업","108-17-55603","2008-01-21","김영권","","인테리어, 창호, 철물","-","금속공사,지붕 및 홈통공사,창호 및 유리공사","1159010700","서울특별시 동작구 사당로20나길 26 B층 2호 (사당동)"
"91","창문이야기","142-04-01937","2009-01-06","백성화","","샷시, 창호공사","-","방수공사,창호 및 유리공사","4111313900","경기도 수원시 권선구 정조로 251 창문이야기 (대황교동)"
"89","(주)어울리","768-81-01220","2018-10-31","김수정","","주택임대, 실내건축업, 점포임대","시행사면허:주택건설사업자면허","금속공사,창호 및 유리공사,수장공사(도배,마감공사)","1162010200","서울특별시 관악구 호암로 598 2층 (신림동)"
"87","동양공사","108-07-85020","2001-06-09","한상규","","주택수리, 샷시, 철물, 만물유리, 전기용품, 조경용품, 기계류","-","금속공사,창호 및 유리공사","1159010700","서울특별시 동작구 사당로16다길 57 (사당동 240-15)"
"86","준시스템(우리동네준인테리어)","521-55-00166","2017-04-01","주원준","","인테리어, 배관, 난방공사, 전기전자 부품, 컴퓨터 및 주변기기, 소프트웨어 및 판매","가스시설시공업 제3종, 난방시공업 제3종","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1159010700","서울특별시 동작구 사당로12길 23 1층 1호 (사당동)"
"85","부흥","779-35-00603","2019-04-25","류보선","","인테리어, 설비","난방시공업 제2종","방수공사,목공사,창호 및 유리공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1126010400","서울특별시 중랑구 동일로151길 60 (묵동)"
"82","사회적협동조합 우리집 샬롬인 리모델링","656-82-00338","2020-03-01","유지풍","","인테리어, 각종보수공사, 방수.타일.창호, 취약계층 노후주택 개량 및 주거환경개선사업","가스난방공사업(난방공사제2종)","방수공사,목공사,금속공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1141011900","서울특별시 서대문구 증가로28안길 23-15 1층 101호(북가좌동)"
"81","한일건축공사","102-33-90878","2015-01-01","한종수","","보일러설비, 인테리어, 외장공사, 철공공사","-","방수공사,목공사,금속공사,창호 및 유리공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","1111017400","서울특별시 종로구 창신5나길 2 1층 (창신동)"
"70","협성설비공사","119-07-96060","2002-04-27","한길수","","배관 및 기계설비공사","가스시설시공업 제3종, 난방시공업 제1종","방수공사,타일공사,단열공사,급배수위생설비공사,난방설비공사(보일러)","1162010200","서울특별시 관악구 난곡로 125 제3-가1호 1층 3호"
"69","우림종합공사","119-21-35171","2013-03-11","김건종","","철물 및 관련제품 전문건설 하도급","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1162010200","서울특별시 관악구 난곡로 167 105-501 (신림동)"
"68","회강개발","117-05-79912","2002-05-01","손진천","","방수공사","방수면허증","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1153010600","서울특별시 구로구 고척로55길 40 (고척동)"
"63","미라인테리어","204-14-20304","2008-05-22","신인순","","인테리어","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1126010400","서울특별시 중랑구 동일로169길 8 1층 (묵동)"
"62","(주)행복한집","513-87-01471","2019-08-23","염창덕","","인테리어공사업, 토목공사, 실내건축 및 건축마무리공사업","-","창호 및 유리공사,수장공사(도배,마감공사)","1147010300","서울특별시 양천구 남부순환로46길 32 1층 (신월동)"
"61","금호지붕","204-10-34469","2003-07-10","윤주민","","지붕공사, 컬러강판, 전자상거래업","-","방수공사,지붕 및 홈통공사","1126010100","서울특별시 중랑구 겸재로64길 33 (면목동)"
"58","동효창호","216-17-71578","2003-07-15","박형년","","창호, 철물하도급","-","금속공사,창호 및 유리공사,단열공사","1126010100","서울특별시 중랑구 중랑천로 30 (면목동)"
"54","서울지붕","171-27-00973","2020-03-16","최병업","","인테리어, 전자상거래","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,도장공사,단열공사,수장공사(도배,마감공사),전기(배관/배선)공사","1111017400","서울특별시 종로구 창신길 110 지층 (창신동)"
"52","우성건축","770-05-00690","2017-04-20","함성은","","배관설비, 인테리어, 전문건설하도급","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1126010400","서울특별시 중랑구 중랑역로 138-2 2층 (묵동)"
"51","유진종합건축","210-23-20223","1985-03-15","오효관","","기타수선, 설비공사","가스시설시공업 제3종","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러)","1132010800","서울특별시 도봉구 마들로 742 거봉빌딩 1층 3호"
"49","가온 인테리어","554-01-00182","2015-06-01","오세창","","인테리어, 전기용품, 조명장치, 철물, 청소 및 유지보수관리","-","방수공사,목공사,금속공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),조명공사","4115010100","경기도 의정부시 둔야로45번길 15 1층 (의정부동)"
"48","광진건축설비","210-06-67522","2009-07-01","이광휴","","배관난방공사, 인테리어공사","특정열사용기자재시공업 제3종, 가스시설시공업 제3종","방수공사,목공사,금속공사,창호 및 유리공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1130510300","서울특별시 강북구 삼각산로28길 7 101, 102호 (수유동)"
"46","진성건설개발(주)","411-81-57793","2009-04-27","김보성, 이기현","","시설물유지관리, 금속,창호공사업, 인테리어공사업, 건축공사업, 철거공사업","건축공사업, 시설물유지관리공사업","방수공사,창호 및 유리공사,도장공사","1138010500","서울특별시 은평구 연서로15길 10 2층(구산동)"
"38","공정건축협동조합","110-86-07342","2013-08-13","정수섭","","리모델링, 설비, 방수, 농축산물, 부동산컨설팅, 방역 및 소독, 건물 및 산업설비 청소업","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1138010700","서울특별시 은평구 응암로 326-2 (응암동)"
"35","은평우리동네맥가이버협동조합","663-88-00828","2018-01-01","이명환","","시설물 유지관리용역 및 교육, 인테리어, 건축자재, 인력공급, 소독방역업","-","방수공사,목공사,지붕 및 홈통공사,창호 및 유리공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,조명공사","1138010300","서울특별시 은평구 통일로82길 21 1층"
"31","한두레협동조합","110-86-05683","2013-04-05","강주연","02-353-7437","주택 및 건물 친환경 개보수, 철거, 인테리어","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1138010400","서울특별시 은평구 통일로87길 6-5 3층 1호"
"21","사회적협동조합 노느매기","529-82-00225","2018-06-29","박상호","","도배장판 및 실내장식, 시설관리, 목공","-","방수공사,목공사,금속공사,지붕 및 홈통공사,창호 및 유리공사,타일공사,도장공사,단열공사,수장공사(도배,마감공사),급배수위생설비공사,난방설비공사(보일러),전기(배관/배선)공사,조명공사","1156011700","서울특별시 영등포구 버드나루로23길 24 (당산동)"
